class, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id
760,   isabelle, webb,98, fairbridge crescent, woolgoolga retirement village, st kilda east,2641, sa,19820713, , 08 31842475,1295824
648, nikki, jacmok,51, bargang ctescent, , pacific palms,5167, ,19061119,24, 08 23317005,8409853
493,   alana, pontifex,14, warramoo crescent, , mirboo north,3122, ,19340118, , 08 47725545,4900704
265,   harrison, nguyen,6, burrinjuck crescent, shaudell, mount buller,3797, tas,19610915,29, 02 74521683,8363553
282,   emiily, clarke,17, ballarat street, , lavington,4164, vic,19901023, , 02 78074861,4324965
687, abbey, narracott,106, burtt crescent, , worongary, , ,19548017,31, 02 41240585,7561965
228,   liam, lomman,7, shakespeare crescent, ashleigh house bergen court, willetton,2603, qld,19880216,31, 03 87185901,3149047
162,   thomas, edwardson,8, kallara close, alice downs, summer hill,6148, nsw,19261024,27, 02 97732008,3999678
525,   eliza, trimble,64, tregear close, brookton house, norwood,3087, vic,19331223,26, 07 34502134,4399918
517,   ryan, mac crosty,14, newton street, wombat hill, hazelwood north,3160, ,19280628,19, 03 25172008,5843972
33, tahlia, sworzeniowski,2, inlander crdescent, keilor retirement home, eight mile plains,3840, vic,19921231,30, 08 01764526,5906658
581,   nicholas, lero,39, mclachlan crescent, , waroona,2019, vic,19320829,31, 08 71361136,8553813
40, luke, grau,107, radcliffe street, blueberry hill, coombabah,5112, qle,19980307,28, 03 20143153,9014521
244, brooke, eyles,6, haines street, , palmerston,4820, nsw,19160128,2, 08 64971838,9315114
310,   ronan, lowe,358, padbury street, , stanwell park,6010, vic,19311023,37, 08 80452280,1541103
666,   ryan, shorrock,26, freney place, tilburoo, east hills,2604, nsw,19520523,28, 02 15977131,2311739
131, madison, vinaev,4, henry swtreet, lindsey rise, fairlight,4814, ,19700305,31, 08 06589451,8614445
60,   talia, webb,76, batman street, st josephs lodge, hazelwood north,3915, wa,19050911,27, 08 11443169,3099594
652, hitchenor, sascha,22, john russell circuit, telooma, paddingtn, , vic,19711225, , 04 08683148,1936588
196, logan, cambell,49, hobby place, grandview, westlake,5700, nsw,19090428,33, 04 70184520,6387137
505, prideaux, lauren,11, burn street, llcuttah, burwood,2827, vic,19850707, , 03 34410319,4863063
461, mad elyn, rusack,37, stretton crescent, , sunshine,4852, nsw,19310603, , 08 84862405,6547706
458,   samuel, hillary,2, burrinjuck crescent, jamieson house, burnie,6330, nsw,19061010,26, 02 36691194,2156813
432,   ainsley, stanbury,33, durville crescent, wooloondool farm, elanora heights,6154, vic,19080716,28, 04 13619619,3735946
248,   mikayla, bishop,37, goyder street, neretva, bokarina,5109, vic,19640327,30, 02 96021230,6032774
176,   adriana, webb,81, phillipson crescent, , kialla,2775, nsw, , , 03 36305578,5979998
737,   joel, siviour,37, cherry place, burnside, appin,3912, vic,19990430,8, 07 55387118,2964376
740, izaawc, jolly,22, yuille plqce, , north rocks,6150, ,19890817,35, 02 84752650,2491240
422,   emiily, white,19, michie street, blaxland flats, cecil plains,2540, vic,19820202,33, 03 43144919,7373694
87,   april, hingston,34, , , henley,5473, qld,19580324, , 02 30666433,2076633
357,   shelby, morrison,47, longstaff street, cranbrook, allambie,4217, qld,19510607,30, 02 99516023,4201663
744,   jasper, vincent,7, barnett close, , penrith,6175, nsw,19770608,29, 07 93476351,4872315
665,   lucas, binns,1, wambaya crescent, , melton south,2830, nsw,19630624, , 04 84349039,1092721
695,   emiily, speight,1, strickland crescent, wyrema, craigie,3106, nsw,19840716,28, 07 63397493,6167268
40, luke, grape,107, radcliffe street, , coombabah,5112, qlc,19980307,29, 03 20143153,9014521
675,   gabrielle, tsang,47, fossey street, , claymore,3715, sa,19070908,52, 03 05952267,8779864
289,   teegan, moody,14, trainer court, , kirwan,2323, nsw,19640519,29, 08 43314976,7536347
734,   adam, block,9, baddeley crescent, , swan view,4122, nsw,19650105, , 07 34588671,3682860
124,   arren, gravenall,264, loton place, , magra,4069, qld,19530221,30, 02 43449959,9387634
425,   casey, curry,22, blackburn street, freston cotge, thornlie,4132, ,19991122,21, 04 57974144,7994162
334,   jakob, lowe,51, carne place, , balcatta,5033, nsw,19351027,28, 03 08829493,2832070
713,   karla, gully,9, mcmillan crescent, fireville, scarborough,4114, nsw,19560412,30, 03 11251425,3503550
704, rhys, zogopoulos,24, gellibranh street, , wangaratta,5006, nsw,19970798,7, 02 22732464,4669450
298,   abigail, mason,62, tenison-woods circuit, , greenwood,2210, vic,19840315,28, 02 60665734,5935027
70,   ruby, drechsler,15, langdon avenue, , eight mile plains,2064, nsw,19060218,31, 08 70142020,3880622
430,   joel, tilker,48, starke street, , lismore,5113, vic,19460903, , 03 29875450,7665415
15,   oscar, goode,26, max henry crescent, , lindfield,2227, qld,19431106,20, 08 09352826,2786866
543,   ella, friedman,7, alberga street, st john of god hospital, glenhaven,2280, vic,19850719,30, 02 50611862,9998598
142,   erin, sworzeniowski,15, berne crescent, , neville,2074, vic, ,30, 08 36336297,8500849
172,   matthew, green,164, ballarat street, , bendemeer,3525, vic,19170201,33, 04 60349820,5758592
554,   georgina, stainton,75, arunta street, brumby's run, karratha,3956, nsw,19640515,27, 07 46918985,1116396
710,   macey, wegman,17, fairley crescent, , whalan,3037, nsw,19900407,27, 03 17158397,9840954
225,   georgia, campbell,41, lorne place, , marion,3644, vic,19660105,27, 02 14946334,7963242
497,   hollie, vorrasi,5, , kilvinton village, orbost,2470, qld,19690804,31, 02 78357257,6075712
200,   lucy, campbell,28, fisk street, erinmoore, innaloo,3173, nsw,19341027,32, 03 70337203,5546505
673, samantha, bishpp,4, colvinestreet, , cowan,3032, qld, ,42, 02 17898835,9824980
585,   daniel, tourlis,3, crisp circuit, clarence chambers, young,2031, ,19680703,28, 04 60835758,2459438
365, caitlon, wight,10, bandulla street, , dapto,2104, ,19620303, , 07 59145959,1347817
308,   william, aesche,11, wallace place, citrus country caravan park, kilmore,4350, nsw,19900813,37, 03 40042430,3172888
459,   alice, ryan,79, ashby circuit, , wangaratta,3185, nsw,19740111,33, 08 98044014,7709919
238,   mason, fearon,55, alice street, colonial cvan park, rosebud,2480, wa,19520417,8, 02 39106892,8580680
14, hamish, cassilles,7, somervill estreet, reddestone, toormina,3817, sa, ,43, 04 44734360,5835800
309,   leah, phetla,255, bertel crescent, , leichhardt,6168, vic,19830920,33, 04 25934741,9246148
697, robert, beattie,26, burrinjuck crescent, wilpena, kings park,6355, nsw,19770352,42, 03 51938073,5386536
253,   kimberley, neville,249, burkitt street, , sippy downs,2261, sa,19811209,27, ,1206863
74,   marcus, cladingboel,11, kennedy street, , moe,3630, ,19621206, , 07 96852368,7034274
561, matthew, savwio,15, yanda street, , burleigh heads,2152, nsw,19870903, , 03 36725883,5202984
234,   nicholas, webb,16, marcus clarke street, , nambour,4737, qld,19840117,38, 04 65892157,2281833
619,   rhiannon, browne,278, kosciusko avenue, , punchbowl,2535, qld,19460125,33, 07 10589328,9149818
174,   , solente,64, kanooka street, vlla 18 pacific bay resort, kalannie,3141, nsw,19681013,29, 04 71390911,2335923
549,   caleb, grosvenor,2, sugarloaf circuit, cooee, tweed heads south,4507, nsw,19700510,33, 08 15474699,9966393
774,   zane, white,24, westall place, , belmont,2430, nsw,19141209,36, 07 52859848,3053439
753,   emiily, scarce,274, caley crescent, , brooker,3173, nsw,19340618, , 07 72975396,6906232
154,   zane, neville,41, norton street, , farleigh,4211, qld,19700414,11, 07 22655216,9524958
724,   eliza, moegreen,8, giles street, nr cnr school art, angaston,3011, qld, ,36, 02 08301779,6406804
12,   jack, deakin,30, edmunds place, , keilor east,2111, nsw,19880517,35, 04 59218568,8194123
735,   henry, finlay,44, halford crescent, learmont, brunswick west,2747, nsw,19330914,25, 02 89573970,7343771
208,   jared, crouch,15, elizabeth crescent, , keiraville,2611, sa,19430209, , 03 35694820,4896413
718,   jack, carbone,257, giles street, blaxlands ck, yeronga,2166, vic,19991127, , 07 43450684,8879282
435,   thomas, manson,14, markham street, , wyoming,2200, nsw,19651226,19, 04 08485632,3220863
248, mikayla, bishop,37, goyder street, neretva, bokarona,5109, vic,19640237,30, 02 96021230,6032747
196,   logan, campbell,49, hobby place, , westlake,5700, nsw,19090428,33, 04 70185420,6387137
144,   lachlan, wilkins,3, letters street, rowethorpe, coomba,6062, qld,19621001,29, 07 24455870,9346438
367,   jack, dajeman,51, bundeela street, , oyster bay,4567, vic,19750226, , 04 49434763,4666176
562,   caleb, koldej,3, beagle street, , wooree,5023, wa, ,26, ,1666120
604,   bethany, ryan,6, richman place, upa cottages, albion park,2170, vic,19821101, , 04 27462001,5611889
694,   harrison, bradshaw,18, murphy street, , kariong,3221, nsw,19370926, , 03 54254100,6248385
389,   bianca, white,4, mundawari circuit, somerton park, maitland,5049, wa,19821015, , 04 89397217,1065278
284,   , lowry,136, farncomb place, , molong,3169, vic,19430224,29, 04 29301864,4276784
276,   maria, egan,2, tauchert street, , malvern,3183, vic, ,33, 08 13061620,4748017
722,   bree, braunack,85, magrath crescent, halcooma, meadows,3056, ,19650502,31, 02 00248832,7798430
149,   georgia, egglestone,26, keira street, , seymour,4169, ,19960202, , 02 01305626,6740903
777,   olivia, meale,22, beeston street, binnalong, coorabie,3169, sa,19480524,36, 03 58405586,3638747
48, holly, pascor,144, martinsstreet, , coleambally,6210, vic,19040612,34, 02 68326236,4661997
9,   joel, millar,183, green street, , cedar pocket,3672, ,19771107, , 04 10160200,8067435
33,   tahlia, sworzeniowski,20, inlander crescent, keilor retirement home, eight mile plains,3840, ,19921231,30, 08 01764526,5906658
251,   alisa, hare,19, benson crescent, , kurri kurri,2294, qld,19891230, , 04 96381485,9002854
254,   , rollins,22, springvale drive, , port augusta,810, qld,19170220, , 04 49363157,8960649
455,   jasper, priest,7, namatjira drive, , bungonia,2077, qld,19070806,34, 02 64919729,2595504
41,   jasmine, campbell,40, todd street, , belmont north,2163, wa,19271028,10, 07 45282267,6179877
531,   james, jolly,31, wettenhall circuit, , como,2203, vic,19531112,30, 07 31243519,8389067
380,   simone, dunstone,52, , entwood, broken hill,3082, sa,19401201, , 03 48168622,4352186
89, isabella, campbell,20, twelve trees crescent, , rivetf,5162, ns,19320910,36, 07 17793710,5283458
770,   abbey, mason,48, jennings street, mlc centre, ingleburn,2527, qld,19880704,27, 04 79646008,7381902
505,   lauren, prideaux,11, burn street, llcuttah, burwood,2827, vic,19850707,35, 03 34410319,4863063
478,   timothy, mason,13, ijong street, rosehill, lakemba,3133, sa,19400418,32, 02 38188099,5142110
48, hollie, pascow,143, martin street, , coleambally,6210, vic,19040412,34, 02 68326236,4661997
576, phoebe, kerljey,2, schwarzwplace, , anglesea,4184, ,19191213,33, 03 29685071,5752101
473,   dale, jeitner,7, napper place, alawah, keilor east,6011, nsw,19090510,32, ,2200650
790,   jackson, hand,54, bainton crescent, monarch, dapto,2075, vic,19780928,30, 03 72603704,7587131
532, johua, mcneiltl,4, limestone avenue, blue haven fillage, mcdowall,5167, qld, ,35, 08 97517010,6458357
202,   takara, koziol,62, macmillan crescent, , hurstbridge,3193, nsw,19860105,30, 07 96690979,3047783
163,   , block,26, william wilkins crescent, northbank caravan park, geraldton,2747, nsw,19880217, , 07 02969520,7805293
143,   jessica, coleman,32, chuculba crescent, , mackay north,6168, sa,19701102,37, 04 89895562,3648211
5,   tiarna, slorach,2, , , highett,4655, ,19871216,27, 07 59819244,9030724
365, caitkin, white,10, bandullastreet, , dapto,2104, ,19620303, , ,1347617
410, daniel, stubgs,9, maribyrnon gavenue, rockleigh cottage, padstow,2075, ndw,19300521,9, 08 97248512,9259759
565,   hayley, dohse,4, tarrant crescent, , bondi junction,2290, qld,19740524,26, 08 18068852,1575610
408,   saara, roxburgh,69, petterd street, stayput, forest hill,4406, qld,19141116,27, 02 01317960,1492710
633,   emiily, maetze,13, bareena place, st johnof god hospital, frankston,2289, sa,19080731,29, 08 53885216,8091209
352,   , mcturk,132, chapman street, , alfred cove,3073, vic,19330811,28, 08 88154026,6541610
546,   zachary, tiller,143, bullala circuit, , casula,2035, nsw, ,36, 02 21095160,6127202
332,   brandon, wang,282, darmody street, , benowa,3505, qld,19230829,31, 04 79431782,4109343
767,   louis, garrigan,25, clode crescent, james thomas court, erindale,2081, qld,19670402,23, 08 94947841,7638487
568,   kobe, mylne,14, goldner circuit, yarrandoo, kawungan,2042, vic,19820520,34, 04 60930023,1665364
395,   lee, coleman,155, newman morris circuit, , goonellabah,2800, vic, ,29, 03 22842250,6570706
472,   lucas, symmons,39, pandanus street, , repton,3180, wa,19500727,26, 02 35429378,1773169
620,   ella, quilliam,61, mccombie street, , toowoomba,2620, wa,19150124,8, 07 31379630,9849992
333,   benjamin, van zalen,1012, condamine street, goods la junee street, broadmeadows,6104, ,19330823,24, 08 00287118,9990135
376,   ethan, caruana,6, mueller street, , beenleigh,2582, nsw,19090728,27, 03 35112194,7593638
166,   emiily, wardle,1, de grey place, , crows nest,2283, qld,19381115,8, 02 62006543,7676373
358,   stephanie, deckert,3, enright crescent, wirreander, casuarina,3216, vic,19990407,7, 04 17274391,3591579
340, madeleine, thrpe,17, white crescent, brentwood village, paraburd oo,2343, nsw,19440332,34, 07 91659221,2436570
21,   lauren, gigney,28, knoke avenue, grandview, ringwood,3101, qld,19110604,32, 08 26879956,2656607
569,   katelyn, pascoe, , bindaga street, , hawthorn,2168, nsw, ,29, 03 02951207,1064257
293,   bailey, stanley,48, rivett street, , somerton park, , nsw,19350518,25, 08 69659985,8591503
570,   samuel, lock,51, standbridge place, , beenleigh,2756, qld,19550129, , 07 45716859,3257127
658,   bethanie, maclaine,20, beagle street, , revesby,6164, ,19421125,30, 04 31764221,6599454
236, sefh, bishop,5, , , inglewood,3133, ndw,19791002,38, 08 01798754,8719872
743,   tyler, simmonds,17, cockcroft avenue, deswod, haddon,3184, vic,19451103, , 07 07797051,2752630
121,   emma, mahony,6, sadlier street, caravn park, labrador,6302, wa,19350118,36, 07 45247601,4079760
68,   isabella, dainton,5, griffiths street, strathalan homes, kirrawee,4550, nsw,19991005, , 04 05210669,1450569
13, harrisln, ranson,63, burtt crescent, , wongarra,2470, nsw,19600814,36, 04 35383265,3971097
328,   daniel, varcoe,38, bertel crescent, , mermaid waters,2611, qld,19730806, , 04 13801649,3608650
81,   jake, fenwick,10, mcarthur place, , mount helen,6006, qld,19140815,27, 02 89215644,2424909
247, lil, solito,3, shannon icrcuit, killarloo, woodcroft,3350, vic,19100616,37, 08 15142958,2161354
526,   tara, trooper,17, pope street, , forestdale,5044, vic,19270813,23, 08 05626560,3292987
54, ales, longo,517, debenham atreet, , mulgrave east,3182, qld, ,24, 08 14133091,3601175
67,   jayden, van broekhoven,12, light street, , ourimbah,2111, vic,19551123,25, 02 49583932,6064665
523,   joel, singleton,14, ballumbir street, , sandy bay,3160, sa,19190927,10, 03 07535139,5034996
290,   daniel, hamley,67, wallis place, palm lake resort, para hills,2011, nsw,19280814,29, 03 50593682,2207041
445,   maddison, polmear,51, kurundi place, , botobolar,3180, sa,19361224,27, 02 67694969,1129920
150,   , byers,11, ashley drive, carralong, potts point,4304, qld,19590721,35, 04 03920662,7483474
328, danjel, varcote,38, bertel crescent, , mermaid mwaters,2611, qld,19730806, , 04 13801649,3608650
315,   thomas, pascoe,3, nepean place, kinjibi, port elliot,2576, qld,19080713,37, 03 63005505,6664441
15, ossie, goode,2, max henry crescent, , lindfield,2227, qld,19431106,29, 08 09352826,2786866
280,   sachin, lowe,13, maranboy street, dorothy lodge, allambie heights,2257, vic,19670208,40, 08 12773978,8387662
297,   zara, ,10, allwood street, , yarrawonga,5153, nsw,19380917, , 03 19836467,6426203
344,   annabelle, willing,21, shean place, , marsden,3079, , ,31, 07 95218203,1003159
677,   taylah, darch,42, narryer close, , lannercost,2478, nsw,19060428,29, 03 70638613,9325484
642,   maconal, calio,19, kootara crescent, , salisbury,2480, nsw,19990504,36, 04 26790485,9446976
550,   macey, theodore,74, templeton street, , beechboro,7051, nsw,19840225,26, 08 90383022,5218495
664,   joshua, cwiek,58, gurr street, bagheera, blackburn north,2650, vic,19920531,28, 02 54491823,1914371
248, mikahla, bishp,36, goyder street, neretva, bokarina,5109, vic,19640327,30, 02 96021230,6032774
378,   emma, bullock,10, northbourne avenue, , mosman,3166, sa,19120306, , 07 92424603,9218729
782,   eliza, maynard,243, howitt street, aceland poll hereford stud, rapid creek,7316, tas,19571028,21, 04 01325813,1280351
654, gillian, dixon,33, duffy stzeet, , yarooba,2515, nsw,19320717, , 07 17874136,4274356
325,   ned, matthews,6, ewing street, the park, hahndorf,2323, nsw,19700803, , 04 71666300,1226297
641,   antonio, salthouse,39, barak court, , albion park rail,2205, sa, ,26, 08 05256189,7288951
741,   jacob, mullin,208, namatjira drive, , woodville south,2212, act,19270405, , 08 48645929,3950399
717,   mhary, kowald,201, mckail crescent, ningana, innot hot springs,3429, wa,19700326,23, 08 93714569,4063592
112, chooe, trowse,62, forbes atreet, yarrandale moonee, moonta,2126, ns,19810520,28, 03 58646738,8908147
206,   jordyn, mccarthy,182, o'loghlen street, , peakhurst,4814, sa,19400804,34, 08 71711531,5937817
89, isabeula, campvell,30, twelve treed crescent, , rivett,5162, nsw,19320910,36, 07 17793710,5283458
407, jake, berry,115, jefferis street, , greensborough,4030, sa, , , 07 75234270,3433551
375, cole, white,16, la perousq street, , maribyrnong,5049, nw,19530412,28, 04 85059581,4115871
226,   hayley, wojciechowski,7, rudder place, , modbury,7172, nsw,19790831,13, 08 99345994,4542029
329,   , ryan,31, carruthers street, , belrose,2540, vic,19900227, , 08 61056147,7955961
178,   ashleigh, azimi,3, gillies street, , the point,3175, qld,19581116, , 07 78749288,5864890
368,   lucy, rapisarda,169, sellwood street, ocean star villas, northmead,3350, nsw,19220729,33, 03 47796980,3372111
748,   ruby, goetze,13, ducane street, , springwood,2580, vic,19700506,21, 04 16989931,8452110
59,   jack, laing,19, aspinall street, , bittern,5158, nsw,19991011,30, 02 90269074,9338458
784,   skye, syren,13, kinleyside crescent, wandana, penshurst,870, qld,19480518,20, 08 79611039,5599937
752,   pascale, reid,150, ern florence crescent, the lagoon, atherton,4220, qld,19190413, , 07 01112347,3966910
727,   thomas, reid, , melrose drive, , knoxfield,6026, qld,19721019,28, 04 70932511,8043673
691,   , dabinet,333, doonkuna street, , burwood,2287, nsw,19410222,35, 08 32396566,1821968
582,   heather, cradock,4, meeson street, pine hill, wyoming,3200, wa,19200406,29, 02 51642063,6659702
701,   sean, gade,6, freda bennett circuit, , bundaberg,4670, nsw, ,24, 02 26333314,7479238
379,   hayden, mason, , vonwiller crescent, , cleveland,4127, nsw,19380717,10, 08 19475140,4539763
34,   jasmyn, wiemann,7, foxall garden, , bullaburra,2500, nsw,19250310,32, 04 79667381,2169469
613,   tess, veteri,41, lampard circuit, the manor braeside, henley,5043, ,19530331, , ,2268870
236,   seth, bishop,5, , , inglewood,3133, nsw,19790102,38, 08 01798754,8719872
247, lily, solito,3, circuit shannon, , woodcroft,3536, vic,19100616,37, 08 15142958,2161354
348,   kayne, campbell,7, owen dixon drive, , tarlo,6052, ,19761005,19, 02 01696945,8300768
615,   peyton, matthews,27, medley street, carrington retrmnt vlge, cremorne,2010, nsw, ,31, 07 63662198,2646683
598,   olivia, mcdermid, , teague street, lockwood, hamilton,3174, nsw,19761220,26, ,4126133
165,   oliver, campbell,32, clive steele avenue, , carine,3971, ,19090725,26, 03 27349593,5442769
689,   callum, wilkins,13, wargi place, , vermont,4074, nsw,19670725,26, 04 17185468,9730683
697, robert, beattie,29, burrinjuck wcrescent, wilpena, kings park,6355, nsp,19770302,24, 03 51938073,5386538
216, krystian, niederkofler,55, , , moree,2295, vic,19891018,31, 04 51185006,9181293
369,   joshua, croker,76, , port 272, winston hills,4160, vic,19450115,26, 04 72123645,6603454
497, hollie, vorrasi,1, , kilvinton village, orbost,2470, qld,19690804,32, 02 78357257,6075721
431,   simone, white,140, bucknel circuit, clifden, springwood,7000, nsw, ,28, 02 46746402,9886603
391,   julia, white,3, vidal place, , mitcham,812, qld,19561225,27, 08 47767227,4461540
215,   shana, bedding,6, kulgera street, , st albans,2153, vic,19991123,31, 08 94736203,2875139
328, danie l, vacoe,39, bertel crescent, , mermaid waters,2611, qld,19730806, , 04 13801649,3608650
796,   emiily, fenwick,3, appel crescent, heathfield qld, dawesville,3760, nsw,19890428,25, 08 89978860,2211211
486, evan, reid,2, burnett street, , willetton,2077, vic,19290513,27, 04 57679195,7744608
131, madison, vinbaev,7, henry stteet, lindsey rise, fairlight,4814, ,19700355,11, 08 06589451,8614445
542,   jared, green,57, macfarland crescent, moorilla, inglewood,3184, vic,19490405,27, 02 75630457,6985129
545,   hayden, dixon,591, manity court, , bellevue hill,5290, nsw,19850614, , 08 42450488,1591787
192,   cade, guymer,682, barrett street, orchid square, port macquarie,2441, nsw,19980728, , 07 12908703,5516550
356,   maddison, blackwell,45, alpen street, , carine,3078, nsw,19621207,11, 07 83916338,3595827
609,   hayley, elphick,199, , , ,6215, wa, ,28, 03 91796424,1446197
296,   ruby, sherriff,462, truganini place, , corlette,2283, nsw, ,29, 04 98993285,9045058
725,   alex, green,5, kent street, tourist park, mullumbimby,2784, qld,19930122,31, 08 94376872,7551188
649,   , white,343, state circle, , kedron,2540, vic,19400414,28, 02 59607804,3708505
268,   jayden, green,11, paul coe crescent, , roxburgh park,4017, vic,19790731,9, 02 54672474,9048759
699, jayden, wiseian,3230, davidson street, , south perth,3073, qod,19420823,34, ,9612038
299,   alyssa, white,54, corringle close, carrington garden, mundingburra,6109, vic,19301223,6, 02 09824901,7349404
78,   ruby, mcneill,276, tantangara street, sorrento, harristown,2287, nsw,19021111,27, 07 14171003,1997535
231,   grace, hoang,114, burkitt street, , pymble,4280, nsw,19320530,26, 04 12575628,8404404
147,   harrison, ziersch,10, , , doubleview,3400, nsw,19751030,37, 08 20053955,2265828
186,   lachlan, bindoff,5, may maxwell crescent, tinkelelup, kempsey,2315, sa,19290404,19, 02 90594430,1277719
29,   lucy, gillard,22, terrigal crescent, scarborough fair, brisbane,6055, nsw,19010323,28, 08 47844730,5427388
44,   daniel, berry,7, novar street, , frankston,2526, vic,19391104, , 02 90746012,6635067
522,   oscar, bishop,8, murranji street, nelgrove park, wyoming,2650, nsw, , , 07 82279452,4480460
63,   brydee, hope,10, sturt avenue, , point lonsdale,2285, nsw, ,31, 04 53191016,2601017
414,   charlotte, beattie,39, richmond street, chippendale village, cronulla,5163, ,19291016,28, 02 92879704,4662778
728,   christian, secomb,42, burdekin street, lorimere, st albans,6230, nsw, , , 08 53057849,6084107
246,   maddison, george,61, catchpole street, , mulgrave east,4558, ,19780903,40, 02 95930445,6734651
443, caitlin, elphikc,53, bandjalong crescent, , canterbury,4128, nss,19580515,41, 07 55743494,8089860
475,   kayla, fotopoulos,5, vagabond crescent, , old toongabbie,4128, nsw,19450210,20, 04 68533612,3506194
51,   hattie, peddell,199, woodburn street, , bundaberg,2075, nsw,19500618,20, 07 24238267,9983332
82,   samantha, fitzpatrick,26, keenan street, hd allenby, currimundi,2120, ,19470907,31, 03 74650361,3220904
13,   harrison, ranson,36, burtt crescent, , wongarra,2470, nsw,19600814,36, 04 35383265,3171097
627,   vanessa, walkington, , macrossan crescent, serenity, carrara,7010, vic,19150510,25, 08 90302416,8309815
651,   alicia, ebert,157, healy place, , mount riverview,5171, , ,30, 07 23041792,3205713
487,   lucy, baillie,37, pigdon place, fingal park, barwon heads,2026, qld,19180405,31, 07 31834025,5435378
452,   cassandra, procter,30, mortlock circuit, mount patrick, burleigh heads,5063, qld,19241026,11, 02 79064986,2311391
648,   nikki, jacmon,51, bargang crescent, , pacific palms,5162, ,19061119,24, 08 23317005,8409853
71,   adam, friedman,40, hickory flat, , hamilton,4059, nsw, , , 02 61334811,9070587
588,   tess, orchard,77, karney place, mirilla, canterbury,4700, nsw,19481120, , 08 84775056,7558623
615, matthews, peyton,21, medley street, carrington retrmnt vlge, cremorne,2010, nsw, ,31, 07 63662198,2646683
468,   jacqueline, mayer,61, arthur circle, , strathalbyn,4169, vic,19450416,24, 02 30545407,8020830
486,   evan, reid,20, burnett street, rimrock, willetton,2077, vic,19290513,27, 04 57579195,7744608
460,   , stanley,4, brisbane avenue, , redbank plains,2167, nsw,19040715,27, 04 22414644,9648189
557,   lucy, gartlan,148, mannheim street, , penshurst,2099, nsw,19960726, , 03 80863505,9694544
323,   alexandra, kanellos,57, walu street, , seven hills,2560, wa,19860925,33, 02 51759970,5864046
326,   benjamin, eliassi,18, jones place, , doubtful creek,4850, ,19310331,22, ,1054480
737, joes, siviour,33, cherry place, burnisde, appin,3912, vic,19990430,8, 07 55387118,2964376
595, andoe, treneory,7, disney court, meadowview, burwood,2121, ,19880919,36, 03 02242698,2772607
247,   lily, solito,3, shannon circuit, killarloo, woodcroft,3356, vic,19100616,37, 08 15142958,2161354
534,   emiily, nesham,45, dryandra street, , aireys inlet,4700, nsw,19990910, , 08 92413485,6877824
393, jessica, kammermann,32, howarth place, , shoalwater,2460, ,19610110,21, 03 59415787,1100550
732,   breeanne, bellon,7, allambee street, , cloverdale,3201, vic, , , 07 32404788,2096184
294,   amy, clarke,354, port jackson circuit, wangi shoppng centre, bellambi,5052, nsw,19061101,41, 04 99828809,3419953
341,   kyle, nicoll,6, milari street, , nyah west,4701, ,19701017,36, 08 71615609,3022062
31,   tiffany, berryman,194, harcus close, silverbrook, mansfield,6161, nsw,19421014,6, 07 51016822,4491405
287,   kadin, fitzpatrick,364, becker place, ensleigh, moorabbin,3915, ,19340918,7, 07 41194148,4349863
649, , white,343, state crcle, , keudron,2549, vic,19400414,28, 02 59607804,3708505
513,   tayla, halligan,2, aspinall street, , rosebery,3934, qld,19401211,21, 07 71989336,4835288
306,   joshua, nyeng,201, jim pike avenue, , mitcham,2034, ,19521024,26, 07 68336926,3176320
510,   liam, white,3, gordon place, , buronga,3150, qld,19990919,33, 02 92984238,5472561
685,   bryce, sunderland,53, hannan crescent, , mayfield,5038, nsw,19660714,29, 03 01064415,2459873
676,   nicholas, lowe,200, simpson street, , bonny hills,2137, vic,19360807, , 07 44472244,3912537
416,   zac, drown,17, macgillivray street, , ,2430, ,19271111, , 08 30587980,6388913
390,   iain, miles,54, macpherson street, , bilpin,2409, wa,19430408,33, 07 90020289,1768454
278,   xavier, david,17, hutcheson street, alcarana, strathalbyn,3500, nsw, ,29, 08 09964132,8490160
508,   oliver, lette,294, gormanston crescent, , campsie,4217, vic,19240108,36, 04 79976949,7652559
97, jacinta, bishop,53, derrington crescent, , west wollongong,7251, nsw,19651206, , 07 64029547,9909386
707,   natassia, crosswell,5, theodore street, brandywine stud, rowes bay,3805, qld,19540720, , ,4578110
286,   thomas, mccaffrey,12, pinschof place, , kingsford,7250, vic,19040211, , 08 06026268,2366125
485,   andrew, white,101, homann place, lakeside manor, coffs harbour,3150, ,19270710,26, 07 34307717,9409580
688,   erin, milkins,4, knox street, , montmorency,2232, qld,19810519,30, 07 04006221,9108874
113,   kane, ,57, weavers crescent, , dandenong north,4105, nt,19021209, , 08 32553810,3452401
704,   rhys, zogopoulos,24, gellibrand street, , wangaratta,5006, nsw,19970708,7, 02 22732464,4669540
134,   eva, highet,28, smart place, , mitcham,4114, vic,19520616,30, 03 30851682,2600047
218,   esther, jardine,92, banfield street, uarah, kinross,2261, wa,19331227,25, 07 51744911,5731289
630,   sam, donkin,230, taronga place, , williamsdale,4055, nsw, ,27, 08 45076463,9005189
526, tara, tropper,1, pope street, , forestdale,5044, vic,19270913,23, 08 05626560,3292987
795,   zachary, tebby,46, bradfield street, raffa estate, ryde,3040, tas,19960827,26, 07 28219928,9895664
71, addam, friemdan,40, hickory flat, , hamiltin,4059, nsw, , , 02 61334811,9070587
